seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
lane122s000606_bin.2.s_NODE_529_length_2694_cov_1.833015	2694	No terminal repeats	6	11	0.7568	0.0589	0	1.6597	NA	NA
lane122s000523_bin.1.p_NODE_54_length_33451_cov_123.778330	33451	No terminal repeats	36	11	0.7568	0.0591	0	4.8567	NA	NF033135
lane122s000539_shovill_contig00079	3171	No terminal repeats	3	4	0.7568	0.0592	0	0.0000	NA	NA
lane122s000602_bin.1.o_k141_511874-flag_0-multi_8.9341-len_6498	6498	No terminal repeats	6	11	0.7562	0.0594	0	0.0000	NA	NA
lane121s003962_megahit_k141_69-flag=1-multi=5.0000-len=5356	5356	No terminal repeats	6	11	0.7552	0.0595	0	1.1623	NA	NF033135
lane122s000530_shovill_contig00024	9563	No terminal repeats	10	11	0.7549	0.0597	0	2.2001	NA	NA
lane122s000601_bin.1.o_k141_290932-flag_1-multi_5.0000-len_8090	8090	No terminal repeats	5	11	0.7547	0.0599	0	0.4273	NA	NA
lane121s003972_bin.2.s_NODE_334_length_3115_cov_2.529625	3115	No terminal repeats	4	11	0.7540	0.0600	0	0.0000	NA	NA
lane122s000601_bin.1.o_k141_649903-flag_1-multi_4.0000-len_2836	2836	No terminal repeats	3	11	0.7537	0.0602	0	0.0000	NA	NA
lane121s003972_bin.2.s_NODE_353_length_3055_cov_3.522498	3055	No terminal repeats	5	11	0.7510	0.0603	0	0.0000	NA	NA
lane122s000540_bin.1.p_NODE_107_length_18122_cov_17.054807	18122	No terminal repeats	18	11	0.7506	0.0605	0	0.0932	NA	NA
lane121s003962_megahit_k141_300-flag=1-multi=5.0000-len=4212	4212	No terminal repeats	7	11	0.7503	0.0606	0	0.4105	NA	NA
lane122s000603_bin.1.o_k141_340024-flag_1-multi_3.0000-len_7449	7449	No terminal repeats	11	11	0.7503	0.0608	0	2.4189	NA	NA
lane121s003962_megahit_k141_237-flag=1-multi=5.0000-len=3691	3691	No terminal repeats	5	11	0.7499	0.0610	0	0.2900	NA	NA
lane121s003962_megahit_k141_331-flag=1-multi=5.0000-len=3538	3538	No terminal repeats	4	11	0.7493	0.0611	0	0.3286	NA	NA
lane122s000606_bin.2.s_NODE_423_length_3224_cov_1.300922	3224	No terminal repeats	7	11	0.7484	0.0613	0	0.0000	NA	NA
lane121s003962_megahit_k141_1094-flag=1-multi=6.0000-len=9821	9821	No terminal repeats	13	11	0.7466	0.0614	0	1.2652	NA	NA
lane122s000520_bin.1.p_NODE_97_length_7679_cov_5.480795	7679	No terminal repeats	7	11	0.7461	0.0616	0	0.4652	NA	NA
lane122s000606_bin.2.s_NODE_366_length_3529_cov_0.872248	3529	No terminal repeats	4	11	0.7460	0.0618	0	0.8082	NA	NA
lane121s003962_megahit_k141_662-flag=1-multi=6.0000-len=4435	4435	No terminal repeats	4	11	0.7459	0.0619	0	0.5325	NA	NA
lane122s000606_bin.2.s_NODE_101_length_6822_cov_0.899036	6822	No terminal repeats	9	11	0.7448	0.0621	0	0.4272	NA	NA
lane121s003962_megahit_k141_224-flag=1-multi=5.0000-len=3420	3420	No terminal repeats	4	11	0.7445	0.0622	0	1.7747	NA	NA
lane122s000607_bin.1.p_NODE_878_length_2893_cov_2.375355	2893	No terminal repeats	7	11	0.7436	0.0624	0	0.0000	NA	NA
lane122s000600_bin.6.p_NODE_132_length_2812_cov_1.582450	2812	No terminal repeats	4	11	0.7421	0.0626	0	0.0000	NA	NA
lane122s000602_bin.1.o_k141_244847-flag_1-multi_6.0000-len_7019	7019	No terminal repeats	9	11	0.7406	0.0627	0	0.0000	NA	NA
lane122s000520_bin.1.p_NODE_93_length_10130_cov_25.550880	10130	No terminal repeats	10	11	0.7401	0.0629	0	0.1252	NA	NA
lane122s000606_bin.1.o_k141_537570-flag_1-multi_2.0000-len_2648	2648	No terminal repeats	5	11	0.7390	0.0631	0	0.4813	NA	NA
lane121s003962_megahit_k141_940-flag=1-multi=5.9910-len=5496	5496	No terminal repeats	4	11	0.7388	0.0632	0	0.0000	NA	NA
lane122s000607_bin.1.p_NODE_644_length_3441_cov_2.365636	3441	No terminal repeats	3	11	0.7382	0.0634	0	0.8708	NA	NA
lane121s003962_megahit_k141_921-flag=1-multi=5.0000-len=2842	2842	No terminal repeats	4	11	0.7374	0.0635	0	0.0000	NA	NA
lane122s000600_bin.2.o_k141_30094-flag_1-multi_3.0000-len_3726	3726	No terminal repeats	4	11	0.7372	0.0637	0	1.0730	NA	NA
lane122s000600_bin.2.o_k141_286168-flag_1-multi_1.0000-len_2396	2396	No terminal repeats	2	11	0.7372	0.0639	2	2.1791	T_virB5;virb4	NA
lane122s000523_bin.1.p_NODE_63_length_20963_cov_104.021833	20963	No terminal repeats	18	11	0.7363	0.0640	0	0.8203	NA	NA
lane121s003972_bin.2.s_NODE_106_length_5349_cov_2.845410	5349	No terminal repeats	4	11	0.7350	0.0642	0	0.8107	NA	NA
lane121s003962_megahit_k141_1422-flag=1-multi=6.0000-len=5675	5675	No terminal repeats	7	11	0.7345	0.0644	0	0.3420	NA	NA
lane122s000601_bin.7.o_k141_606247-flag_1-multi_5.0000-len_2938	2938	No terminal repeats	2	11	0.7330	0.0645	0	0.0000	NA	NA
lane122s000607_bin.1.p_NODE_98_length_6968_cov_1.793789	6968	No terminal repeats	8	11	0.7328	0.0647	0	2.4969	NA	NA
lane122s000520_bin.1.p_NODE_92_length_10561_cov_5.432659	10561	No terminal repeats	12	11	0.7319	0.0649	0	1.9494	NA	NA
lane122s000605_bin.3.p_NODE_178_length_5433_cov_2.182412	5433	No terminal repeats	8	11	0.7313	0.0650	0	2.4616	NA	NA
lane121s003968_megahit_k141_153-flag=0-multi=250.8184-len=33184	33184	No terminal repeats	8	11	0.7306	0.0652	0	2.9947	NA	NA
lane121s003962_megahit_k141_1268-flag=1-multi=7.0000-len=8662	8662	No terminal repeats	9	11	0.7305	0.0654	0	0.5260	NA	NA
lane122s000607_bin.3.o_k141_477067-flag_1-multi_2.0000-len_2615	2615	No terminal repeats	3	11	0.7300	0.0655	0	0.8225	NA	NA
lane122s000606_bin.3.o_k141_172028-flag_1-multi_5.0000-len_5898	5898	No terminal repeats	8	11	0.7299	0.0657	0	3.1058	NA	NA
lane122s000606_bin.2.s_NODE_554_length_2605_cov_0.740111	2605	No terminal repeats	4	11	0.7289	0.0659	0	0.2520	NA	NA
lane122s000529_megahit_k141_431-flag=0-multi=7.9836-len=5262	5262	No terminal repeats	8	11	0.7287	0.0660	0	0.6045	NA	NA
lane121s003962_megahit_k141_462-flag=1-multi=6.0000-len=3068	3068	No terminal repeats	5	11	0.7280	0.0662	0	0.8701	NA	NA
lane121s003972_bin.2.s_NODE_221_length_3834_cov_2.479106	3834	No terminal repeats	3	11	0.7231	0.0664	0	0.6863	NA	NA
lane122s000602_bin.1.o_k141_473390-flag_1-multi_3.6679-len_2514	2514	No terminal repeats	4	11	0.7231	0.0665	0	0.6870	NA	NA
lane122s000605_bin.2.o_k141_408474-flag_1-multi_7.0000-len_4745	4745	No terminal repeats	5	11	0.7223	0.0667	0	0.3614	NA	NA
lane122s000606_bin.2.s_NODE_296_length_4059_cov_1.783275	4059	No terminal repeats	6	11	0.7222	0.0669	0	1.2600	NA	NA
lane122s000602_bin.1.o_k141_269924-flag_1-multi_7.9527-len_5468	5468	No terminal repeats	6	11	0.7220	0.0671	0	2.5553	NA	NA
lane122s000601_bin.6.o_k141_372104-flag_1-multi_2.0000-len_3125	3125	No terminal repeats	3	11	0.7213	0.0672	0	0.6095	NA	NA
lane122s000601_bin.6.o_k141_663888-flag_1-multi_4.0000-len_2983	2983	No terminal repeats	3	11	0.7210	0.0674	0	0.3055	NA	NA
lane122s000520_bin.1.p_NODE_45_length_40089_cov_17.948690	40089	No terminal repeats	37	11	0.7209	0.0676	1	2.4907	T_virB1	NA
lane122s000601_bin.1.o_k141_310775-flag_1-multi_4.0000-len_3195	3195	No terminal repeats	5	11	0.7207	0.0677	0	0.6607	NA	NA
lane122s000602_bin.1.o_k141_420236-flag_0-multi_3.5190-len_2935	2935	No terminal repeats	4	11	0.7206	0.0679	0	0.0000	NA	NA
lane122s000607_bin.1.p_NODE_854_length_2937_cov_1.369930	2937	No terminal repeats	5	11	0.7206	0.0681	0	0.0000	NA	NA
lane122s000605_bin.3.p_NODE_314_length_4337_cov_1.902582	4337	No terminal repeats	5	11	0.7205	0.0683	0	0.0300	NA	NA
lane122s000607_bin.1.p_NODE_485_length_4015_cov_4.669883	4015	No terminal repeats	4	11	0.7201	0.0684	0	0.0000	NA	NA
lane122s000606_bin.2.s_NODE_74_length_7719_cov_1.529835	7719	No terminal repeats	11	11	0.7200	0.0686	0	1.6091	NA	NA
lane121s003962_megahit_k141_547-flag=1-multi=4.0000-len=8062	8062	No terminal repeats	7	11	0.7192	0.0688	0	0.4934	NA	NA
lane121s003962_megahit_k141_515-flag=1-multi=4.0000-len=4615	4615	No terminal repeats	8	11	0.7180	0.0689	0	1.2614	NA	NA
lane122s000539_shovill_contig00082	2640	No terminal repeats	4	11	0.7177	0.0691	0	0.2250	NA	NA
lane121s003972_bin.2.s_NODE_302_length_3302_cov_2.914419	3302	No terminal repeats	5	11	0.7175	0.0693	0	0.0000	NA	NA
lane122s000520_bin.1.p_NODE_71_length_15894_cov_17.925713	15894	No terminal repeats	16	11	0.7173	0.0695	0	0.2514	NA	NA
lane121s003972_bin.2.s_NODE_320_length_3189_cov_2.616324	3189	No terminal repeats	6	11	0.7151	0.0696	0	0.1443	NA	NA
lane122s000523_bin.1.p_NODE_73_length_12897_cov_102.211076	12897	No terminal repeats	12	11	0.7148	0.0698	0	0.5678	NA	NA
lane821s003035_bin.1.p_NODE_52_length_3860_cov_97.577584	3860	No terminal repeats	6	11	0.7142	0.0700	0	0.3922	NA	NA
lane122s000602_bin.1.o_k141_625141-flag_0-multi_4.2486-len_4911	4911	No terminal repeats	5	11	0.7142	0.0702	0	0.8904	NA	NA
lane122s000600_bin.4.o_k141_171806-flag_1-multi_4.0000-len_4236	4236	No terminal repeats	7	11	0.7138	0.0703	0	0.9859	NA	NA
lane121s003962_megahit_k141_732-flag=1-multi=6.0000-len=5631	5631	No terminal repeats	5	11	0.7137	0.0705	0	0.0597	NA	NA
lane121s003954_shovill_contig00026	47283	No terminal repeats	47	11	0.7133	0.0707	0	1.8478	NA	NF000145
lane122s000519_bin.2.s_NODE_18_length_10455_cov_101.139140	10455	No terminal repeats	2	11	0.7126	0.0708	0	0.0000	NA	NA
lane122s000517_bin.1.p_NODE_16_length_10455_cov_71.906148	10455	No terminal repeats	2	11	0.7126	0.0710	0	0.0000	NA	NA
lane122s000600_bin.3.p_NODE_380_length_2659_cov_1.253679	2659	No terminal repeats	3	11	0.7125	0.0712	0	1.3147	NA	NA
lane122s000540_bin.1.p_NODE_103_length_18688_cov_15.835850	18688	No terminal repeats	20	11	0.7115	0.0714	0	0.6718	NA	NA
lane122s000601_bin.7.o_k141_473396-flag_1-multi_4.0000-len_3672	3672	No terminal repeats	2	11	0.7109	0.0715	0	0.0000	NA	NA
lane122s000721_shovill_contig00339	3432	No terminal repeats	2	11	0.7108	0.0717	0	0.0000	NA	NA
lane122s000602_bin.1.o_k141_760230-flag_1-multi_8.0000-len_3750	3750	No terminal repeats	6	11	0.7099	0.0719	0	0.0000	NA	NA
lane122s000600_bin.2.o_k141_237857-flag_1-multi_4.0000-len_4808	4808	No terminal repeats	7	11	0.7087	0.0721	0	1.8684	NA	NA
lane121s003972_bin.2.s_NODE_482_length_2565_cov_2.816318	2565	No terminal repeats	2	11	0.7086	0.0722	0	0.3190	NA	NA
lane121s003962_megahit_k141_1320-flag=1-multi=6.0000-len=5469	5469	No terminal repeats	5	11	0.7083	0.0724	0	0.4772	NA	NA
lane122s000601_bin.1.o_k141_140465-flag_1-multi_4.0000-len_3195	3195	No terminal repeats	3	11	0.7077	0.0726	0	0.0000	NA	NA
lane122s000606_bin.2.s_NODE_451_length_3084_cov_0.667443	3084	No terminal repeats	4	11	0.7060	0.0727	0	0.4132	NA	NA
lane121s003976_shovill_contig00072	9545	No terminal repeats	9	11	0.7059	0.0729	0	1.5179	NA	NA
lane122s000606_bin.2.s_NODE_86_length_7327_cov_1.209379	7327	No terminal repeats	7	11	0.7058	0.0731	0	0.2649	NA	NA
lane122s000540_bin.1.p_NODE_92_length_23446_cov_19.368266	23446	No terminal repeats	19	11	0.7053	0.0733	0	1.1091	NA	NF000456
lane122s000536_megahit_k141_166-flag=0-multi=620.0000-len=4616	4616	No terminal repeats	6	11	0.7053	0.0734	0	0.0000	NA	NA
lane122s000540_bin.1.p_NODE_46_length_52590_cov_17.096129	52590	No terminal repeats	48	11	0.7048	0.0736	0	2.3707	NA	NF038306
lane121s003972_bin.2.s_NODE_194_length_4085_cov_3.353293	4085	No terminal repeats	4	11	0.7046	0.0738	0	0.0000	NA	NA
lane122s000607_bin.1.p_NODE_1023_length_2612_cov_2.744773	2612	No terminal repeats	1	11	0.7036	0.0740	0	1.1742	NA	NA
lane122s000601_bin.2.o_k141_361936-flag_1-multi_3.0000-len_2952	2952	No terminal repeats	3	11	0.7036	0.0741	0	1.6872	NA	NA
lane121s003962_megahit_k141_1130-flag=1-multi=5.0000-len=4485	4485	No terminal repeats	6	11	0.7036	0.0743	0	0.3131	NA	NA
lane122s000601_bin.1.o_k141_43966-flag_1-multi_3.0000-len_4000	4000	No terminal repeats	4	11	0.7032	0.0745	0	0.0000	NA	NA
lane122s000600_bin.4.o_k141_291649-flag_1-multi_5.0000-len_5662	5662	No terminal repeats	6	11	0.7014	0.0747	0	0.0000	NA	NA
lane122s000601_bin.6.o_k141_372985-flag_1-multi_4.0000-len_3568	3568	No terminal repeats	4	11	0.7001	0.0748	0	0.0000	NA	NA
